timestamp,THROTTLE,BRAKE,ECU_MODE_ID,TORQUE_GAIN,TORQUE_REF_LEFT_MOTOR,TORQUE_REF_RIGHT_MOTOR,LEFT_MOTOR_RPM,LEFT_MOTOR_TORQUE,LEFT_MOTOR_POWER,LEFT_MOTOR_CURRENT,RIGHT_MOTOR_RPM,RIGHT_MOTOR_TORQUE,RIGHT_MOTOR_POWER,RIGHT_MOTOR_CURRENT,REAR_LEFT_WHEEL_SPEED,REAR_RIGHT_WHEEL_SPEED,FRONT_LEFT_WHEEL_SPEED,FRONT_RIGHT_WHEEL_SPEED,ACCEL_LONGITUDINAL,ACCEL_LATERAL,ACCEL_NORMAL,VEL_ANGULAR_YAW,VEL_ANGULAR_PITCH,VEL_ANGULAR_ROLL,ELETROBUILD_TEMPERATURE,STACK_1_CELL_1,STACK_1_CELL_2,STACK_1_CELL_3,STACK_1_CELL_4,STACK_2_CELL_1,STACK_2_CELL_2,STACK_2_CELL_3,STACK_2_CELL_4,STACK_3_CELL_1,STACK_3_CELL_2,STACK_3_CELL_3,STACK_3_CELL_4,STACK_4_CELL_1,STACK_4_CELL_2,STACK_4_CELL_3,STACK_4_CELL_4,STACK_5_CELL_1,STACK_5_CELL_2,STACK_5_CELL_3,STACK_5_CELL_4,STACK_6_CELL_1,STACK_6_CELL_2,STACK_6_CELL_3,STACK_6_CELL_4,MAX_VOLTAGE,MIN_VOLTAGE,SHUNT_CURRENT,BMS_MODE_ID,BMS_ERROR_ID,AIR_P,AIR_N,t,VEHICLE_SPEED,TOTAL_VOLTAGE,HODOMETRO
1765903450007,0.0,0.0,0.0,0.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.24,3.29,3.19,3.22,3.26,3.24,3.26,3.3,3.27,3.28,3.27,3.26,3.27,3.28,3.25,3.27,3.27,3.26,3.27,3.23,3.29,3.28,3.27,3.27,3.3,3.19,0.0,1.0,2.0,0.0,0.0,7959995,44.94436341428572,78.29000000000002,5352.736542266573
1765903450022,0.0,0.0,0.0,0.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.24,3.29,3.19,3.22,3.26,3.24,3.26,3.3,3.27,3.28,3.27,3.26,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.29,3.28,3.27,3.27,3.3,3.19,0.0,1.0,2.0,0.0,0.0,7960010,44.94436341428572,78.36000000000001,5352.736542266573
1765903450039,0.0,0.0,0.0,0.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.24,3.29,3.19,3.22,3.26,3.24,3.26,3.3,3.27,3.28,3.27,3.26,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.19,0.0,1.0,2.0,0.0,0.0,7960027,44.94436341428572,78.43000000000002,5352.736542266573
1765903450057,0.0,0.0,0.0,0.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.24,3.29,3.19,3.22,3.26,3.24,3.26,3.3,3.27,3.28,3.27,3.26,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.23,28.0,1.0,2.0,0.0,0.0,7960045,44.94436341428572,78.43000000000002,5352.736542266573
1765903450075,0.0,0.0,0.0,0.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.24,3.29,3.19,3.22,3.26,3.24,3.26,3.3,3.27,3.28,3.27,3.26,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.23,28.0,1.0,2.0,0.0,0.0,7960063,44.94436341428572,78.43000000000002,5352.736542266573
1765903450091,0.0,0.0,0.0,0.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.26,3.29,3.23,3.25,3.27,3.28,3.27,3.3,3.27,3.28,3.27,3.26,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.23,28.0,1.0,2.0,0.0,0.0,7960079,44.94436341428572,78.58000000000003,5352.736542266573
1765903450110,0.0,0.0,1.0,10.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.26,3.29,3.23,3.25,3.27,3.28,3.27,3.3,3.27,3.28,3.27,3.26,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.23,28.0,1.0,0.0,0.0,1.0,7960098,44.94436341428572,78.58000000000003,5352.736542266573
1765903450139,0.0,0.0,1.0,10.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.26,3.29,3.23,3.25,3.27,3.28,3.27,3.3,3.27,3.28,3.27,3.26,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.23,29.0,1.0,0.0,0.0,1.0,7960127,44.94436341428572,78.58000000000003,5352.736542266573
1765903450157,0.0,0.0,1.0,10.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.26,3.29,3.23,3.25,3.27,3.28,3.27,3.3,3.27,3.28,3.27,3.26,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.23,29.0,1.0,0.0,0.0,1.0,7960145,44.94436341428572,78.58000000000003,5352.736542266573
1765903450175,0.0,0.0,1.0,10.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.26,3.29,3.23,3.25,3.27,3.28,3.27,3.3,3.29,3.29,3.29,3.28,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.23,29.0,1.0,0.0,0.0,1.0,7960163,44.94436341428572,78.65000000000002,5352.736542266573
1765903450189,0.0,0.0,1.0,10.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.26,3.29,3.23,3.25,3.27,3.28,3.27,3.3,3.29,3.29,3.29,3.28,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.23,29.0,1.0,0.0,0.0,1.0,7960177,44.94436341428572,78.65000000000002,5352.736542266573
1765903450205,0.0,0.0,1.0,10.0,0.0,0.0,4095.0,1041.0,0.0,0.0,4047.0,1045.0,57.0,0.0,97.30000000000001,74.7,0.0,0.0,-0.000732,0.00122,0.0,-16.73,6.510000000000001,0.77,25.0,3.26,3.29,3.23,3.25,3.27,3.28,3.27,3.3,3.29,3.29,3.29,3.28,3.27,3.28,3.25,3.27,3.28,3.28,3.28,3.26,3.3,3.3,3.29,3.29,3.3,3.23,29.0,1.0,0.0,0.0,1.0,7960193,44.94436341428572,78.65000000000002,5352.736542266573
